current;S;L(cat);N;L (mm);W (mm);A (mm);H (mm);H(>5mm);CSF (LxW);CSF (A);CSF(>5mm);CSF(LxW+5mm));D;category;PT;
Center North Atlantic Gyre;34;1mm (rest);6813;4,137;1,363;3,615;0,009;;0,003621661;0,004523184;;0,003621661;0,875;film;PP;
Center North Atlantic Gyre;34;1mm (rest);6814;1,384;0,908;0,834;0,596;;0,531403778;0,652307815;;0,531403778;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (rest);6815;2,159;1,947;2,905;1,756;;0,856386798;1,030163581;;0,856386798;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (rest);6816;1,931;1,635;2,228;1,384;;0,779117976;0,92746098;;0,779117976;na;foam;*calcium carbonate;
Center North Atlantic Gyre;34;1mm (rest);6817;2,71;1,845;3,508;1,256;;0,561746816;0,670646493;;0,561746816;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (rest);6818;2,438;2,12;3,673;1,843;;0,810873746;0,961894754;;0,810873746;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (rest);6819;2,271;1,692;2,732;1,261;;0,643094561;0,762681542;;0,643094561;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (rest);6820;1,925;1,707;2,278;1,514;;0,835034042;1,002904196;;0,835034042;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (rest);6821;2,327;1,673;2,476;1,203;;0,609606145;0,76439912;;0,609606145;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (rest);6822;2,369;1,817;2,963;1,394;;0,671714618;0,809615787;;0,671714618;0,935;fragment;PE;
Center North Atlantic Gyre;34;1mm (rest);6823;1,944;1,635;2,245;1,375;;0,77131583;0,917764132;;0,77131583;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6824;1,376;0,984;1,003;0,704;;0,60473485;0,702621276;;0,60473485;0,875;fragment;PP;
Center North Atlantic Gyre;34;0.5mm;6825;1,182;0,927;0,752;0,727;;0,694533801;0,838364869;;0,694533801;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6826;1,233;0,751;0,669;0,457;;0,475351962;0,559247097;;0,475351962;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6827;1,573;1,197;1,188;0,911;;0,663816651;0,835701839;;0,663816651;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6828;2,243;1,158;1,899;0,009;;0,005336168;0,006240738;;0,005336168;0,935;film;PE;
Center North Atlantic Gyre;34;0.5mm;6829;1,366;1,148;1,141;0,965;;0,770436382;0,903213156;;0,770436382;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6830;1,213;0,85;0,749;0,596;;0,58659342;0,688234028;;0,58659342;na;fragment;*PE;
Center North Atlantic Gyre;34;0.5mm;6831;1,511;1,202;1,335;0,956;;0,709512425;0,827568284;;0,709512425;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6832;0,883;0,765;0,505;0,663;;0,806401074;0,932645239;;0,806401074;na;fragment;*calcium carbonate;
Center North Atlantic Gyre;34;0.5mm;6833;1,92;1,366;1,762;0,972;;0,6001008;0,732145197;;0,6001008;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6834;1,153;0,588;0,508;0,3;;0,364184978;0,420720321;;0,364184978;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6835;1,246;0,955;0,842;0,732;;0,671008457;0,797687258;;0,671008457;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6836;3,487;1,004;2,377;0,009;;0,004596271;0,005578069;;0,004596271;0,935;film;PE;
Center North Atlantic Gyre;34;0.5mm;6837;1,458;0,765;0,875;0,401;;0,38006324;0,429102772;;0,38006324;na;fragment;*PE;
Center North Atlantic Gyre;34;0.5mm;6838;1,021;0,82;0,573;0,009;;0,009398935;0,01136112;;0,009398935;na;film;*PE;
Center North Atlantic Gyre;34;0.5mm;6839;1,41;0,984;1,063;0,687;;0,582993857;0,666046349;;0,582993857;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6840;2,142;1,529;2,407;0,009;;0,004752093;0,005543198;;0,004752093;0,935;film;PE;
Center North Atlantic Gyre;34;0.5mm;6841;1,295;1,005;0,869;0,78;;0,683666721;0,836666667;;0,683666721;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6842;1,458;0,835;0,932;0,478;;0,433404511;0,495344643;;0,433404511;0,875;fragment;PP;
Center North Atlantic Gyre;34;0.5mm;6843;2,069;1,278;1,627;0,789;;0,48546234;0,618881414;;0,48546234;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6844;1,352;0,984;0,941;0,716;;0,620908507;0,738275903;;0,620908507;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6845;1,34;0,984;0,893;0,723;;0,629267714;0,764644676;;0,629267714;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6846;1,531;0,911;1,051;0,542;;0,459002213;0,528761962;;0,459002213;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6847;1,784;1,215;1,46;0,009;;0,005841345;0,007117411;;0,005841345;0,935;film;PE;
Center North Atlantic Gyre;34;0.5mm;6848;1,989;1,198;1,872;0,722;;0,467447727;0,527382763;;0,467447727;0,875;fragment;PP;
Center North Atlantic Gyre;34;0.5mm;6849;1,994;1,311;1,723;0,862;;0,533109359;0,656655507;;0,533109359;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6850;1,29;0,929;0,812;0,669;;0,611137602;0,742444002;;0,611137602;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6851;1,396;1,159;1,12;0,962;;0,756479261;0,909227248;;0,756479261;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6852;1,366;0,874;0,866;0,009;;0,007870773;0,009241437;;0,007870773;0,935;film;PE;
Center North Atlantic Gyre;34;0.5mm;6853;1,524;1,025;1,177;0,009;;0,006880881;0,007927025;;0,006880881;0,935;film;PE;
Center North Atlantic Gyre;34;0.5mm;6854;1,037;0,847;0,627;0,692;;0,738171003;0,873683822;;0,738171003;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6855;1,737;1,219;1,568;0,855;;0,587903209;0,683179087;;0,587903209;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6856;2,102;1,257;1,878;0,752;;0,462438356;0,548516947;;0,462438356;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6857;1,106;0,928;0,702;0,779;;0,768580345;0,929334948;;0,768580345;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6858;1,476;1,043;1,15;0,737;;0,594014336;0,687279419;;0,594014336;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6859;1,321;1,174;1,105;1,043;;0,83781459;0,992549642;;0,83781459;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6860;1,591;0,928;1,06;0,541;;0,445468187;0,525742202;;0,445468187;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6861;1,987;1,389;1,723;0,009;;0,005176645;0,006551727;;0,005176645;0,935;film;PE;
Center North Atlantic Gyre;34;0.5mm;6862;1,246;1,1;0,821;0,009;;0,007345867;0,009491326;;0,007345867;0,875;film;PP;
Center North Atlantic Gyre;34;0.5mm;6863;0,985;0,696;0,445;0,492;;0,593963166;0,737228716;;0,593963166;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6864;1,4;1,121;1,081;0,898;;0,716500282;0,863317099;;0,716500282;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6865;1,784;1,198;1,639;0,804;;0,550291687;0,628390064;;0,550291687;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6866;1,608;1,075;1,174;0,719;;0,546617624;0,663279898;;0,546617624;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6867;1,476;0,929;0,967;0,585;;0,49933733;0,594609486;;0,49933733;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6868;1,981;1,031;1,466;0,537;;0,375457933;0,443165425;;0,375457933;0,875;fragment;PP;
Center North Atlantic Gyre;34;0.5mm;6869;1,016;0,765;0,511;0,576;;0,653358568;0,805784135;;0,653358568;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6870;1,565;1,391;1,454;0,009;;0,005828781;0,007132081;;0,005828781;0,935;film;PE;
Center North Atlantic Gyre;34;0.5mm;6871;1,88;1,071;1,657;0,009;;0,006060728;0,006680934;;0,006060728;0,935;film;PE;
Center North Atlantic Gyre;34;0.5mm;6872;1,63;1,202;1,538;0,886;;0,633250141;0,714731895;;0,633250141;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6873;1,849;1,105;1,639;0,66;;0,461995824;0,515819989;;0,461995824;0,935;fragment;PE;
Center North Atlantic Gyre;34;0.5mm;6874;1,486;1,311;1,323;1,157;;0,828658946;1,005556903;;0,828658946;0,935;fragment;;
Center North Atlantic Gyre;34;0.5mm;6875;1,906;1,054;1,38;0,583;;0,411222219;0,496156611;;0,411222219;0,935;fragment;;
Center North Atlantic Gyre;34;0.5mm;6876;1,331;0,922;0,8;0,639;;0,576539807;0,714066721;;0,576539807;0,875;fragment;;
Center North Atlantic Gyre;34;0.5mm;6877;2,264;1,016;1,544;0,009;;0,005670396;0,006921095;;0,005670396;0,935;film;;
Center North Atlantic Gyre;34;0.5mm;6878;1,64;1,094;1,141;0,009;;0,006420485;0,008051108;;0,006420485;0,935;film;;
Center North Atlantic Gyre;34;0.5mm;6879;1,286;1,001;0,872;0,779;;0,686735761;0,834389718;;0,686735761;0,935;fragment;;
Center North Atlantic Gyre;34;0.5mm;6880;1,303;0,966;0,908;0,716;;0,6383356;0,751565633;;0,6383356;0,935;fragment;;
Center North Atlantic Gyre;34;0.5mm;6881;1,546;1,069;1,242;0,739;;0,57497945;0,66326201;;0,57497945;0,935;fragment;;
Center North Atlantic Gyre;34;0.5mm;6882;1,725;1,148;1,517;0,009;;0,006111291;0,006982415;;0,006111291;0,935;film;;
Center North Atlantic Gyre;34;0.5mm;6883;1,393;0,875;0,854;0,55;;0,497834976;0,594752196;;0,497834976;0,935;fragment;;
Center North Atlantic Gyre;34;0.5mm;6884;1,773;1,032;1,108;0,601;;0,444075121;0,570664398;;0,444075121;0,875;fragment;;
Center North Atlantic Gyre;34;5mm;6885;40,603;0,83;26,562;0,83;0,25;0,078467704;0,048507582;0,078467704;0,078467704;0,875;line;PP;
Center North Atlantic Gyre;34;5mm;6886;20,264;0,83;13,148;0,83;0,25;0,111072722;0,068946172;0,111072722;0,111072722;0,875;line;PP;
Center North Atlantic Gyre;34;5mm;6887;9,346;0,83;5,296;0,83;0,25;0,163552473;0,108634062;0,163552473;0,163552473;na;line;*PP;
Center North Atlantic Gyre;34;5mm;6888;5,048;0,83;2,822;0,83;0,25;0,222541152;0,14882007;0,222541152;0,222541152;na;line;*PP;
Center North Atlantic Gyre;34;5mm;6889;22,569;0,83;26,74;0,83;0,25;0,105247999;0,048345862;0,105247999;0,105247999;0,935;line;PE;
Center North Atlantic Gyre;34;5mm;6890;8,191;0,83;7,982;0,83;0,25;0,174703474;0,088487953;0,174703474;0,174703474;na;line;*PP;
Center North Atlantic Gyre;34;5mm;6891;20,69;0,83;34,361;0,83;0,25;0,1099233;0,042648829;0,1099233;0,1099233;na;line;*PP;
Center North Atlantic Gyre;34;5mm;6892;13,548;0,83;17,314;0,83;0,25;0,135841482;0,060081574;0,135841482;0,135841482;0,935;line;PE;
Center North Atlantic Gyre;34;5mm;6893;11,183;0,83;5,266;0,83;0,25;0,149517092;0,108943063;0,149517092;0,149517092;0,875;line;PP;
Center North Atlantic Gyre;34;5mm;6894;35,814;0,83;21,876;0,83;0,25;0,083549449;0,053451027;0,083549449;0,083549449;0,875;line;PP;
Center North Atlantic Gyre;34;5mm;6895;47,464;0,83;22,994;0,83;0,25;0,072575132;0,052135404;0,072575132;0,072575132;0,875;line;PP;
Center North Atlantic Gyre;34;5mm;6896;9,085;0,83;5,243;0,83;0,25;0,165885161;0,109181757;0,165885161;0,165885161;0,875;line;PP;
Center North Atlantic Gyre;34;5mm;6897;8,525;0,83;14,178;0,83;0,25;0,171246936;0,066394564;0,171246936;0,171246936;0,935;line;PE;
North Atlantic Current;35;5mm;6898;40,2;30;na;0,009;0,009;0,000247642;na;0,000259161;0,000259161;0,935;film;PE;
North Atlantic Current;35;2mm (FS);6899;4,698;3,009;9,107;1,927;;0,512582486;0,638621734;;0,512582486;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6900;5,243;2,213;8,757;0,934;;0,274222025;0,315649638;;0,274222025;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6901;3,508;2,692;7,296;2,066;;0,672238229;0,764800413;;0,672238229;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6902;2,219;1,769;2,935;1,41;;0,711796414;0,823179053;;0,711796414;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6903;3,273;2,821;5,828;2,431;;0,800176184;1,007164467;;0,800176184;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6904;2,691;2,133;3,982;1,691;;0,705692881;0,84726133;;0,705692881;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6905;3,117;1,988;4,592;1,268;;0,509353584;0,591691075;;0,509353584;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6906;2,305;1,509;2,598;0,988;;0,529696941;0,612897679;;0,529696941;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6907;2,006;1,404;2,047;0,983;;0,585536899;0,686822265;;0,585536899;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6908;2,477;2,154;3,799;1,873;;0,810922851;0,961016279;;0,810922851;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6909;3,101;2,413;4,722;1,878;;0,686409576;0,864071909;;0,686409576;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6910;3,546;2,448;5,148;1,69;;0,573599842;0,744843147;;0,573599842;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6911;2,39;1,524;2,633;0,972;;0,50919086;0,598889368;;0,50919086;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6912;5,181;3,692;13,598;2,631;;0,60155058;0,713464344;;0,60155058;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6913;5,124;1,649;5,142;0,531;;0,182564908;0,234027102;;0,182564908;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6914;2,506;1,769;3,201;1,249;;0,593089383;0,697961974;;0,593089383;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6915;2,667;1,9;2,976;1,354;;0,601306471;0,784635083;;0,601306471;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6916;4,103;2,872;7,604;2,01;;0,585631432;0,729031511;;0,585631432;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6917;2,415;1,923;3,041;1,531;;0,710547677;0,878078257;;0,710547677;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6918;2,215;1,231;2,237;0,684;;0,414311019;0,457413927;;0,414311019;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS);6919;2,204;1,923;2,805;1,678;;0,814988613;1,001798888;;0,814988613;0,875;fragment;PP;
North Atlantic Current;35;2mm (FS rest);6920;2,381;1,937;3,035;1,576;;0,733762205;0,904524841;;0,733762205;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS rest);6921;1,91;1,503;1,807;1,183;;0,698053036;0,879843678;;0,698053036;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS rest);6922;1,772;1,369;1,691;1,058;;0,679062262;0,813338583;;0,679062262;0,935;fragment;PE;
North Atlantic Current;35;2mm (FS rest);6923;1,91;1,462;1,655;1,119;;0,669685673;0,869886075;;0,669685673;0,935;fragment;PE;
North Atlantic Current;35;0.5mm;6924;0,692;1,164;0,85;1,958;;2,181575908;2,123686485;;2,181575908;0,935;fragment;PE;
North Atlantic Current;35;0.5mm;6925;0,929;1,606;0,795;2,776;;2,272975426;3,11380781;;2,272975426;na;fragment;*PVA;
North Atlantic Current;35;0.5mm;6926;0,811;0,83;0,651;0,83;;0,555212937;0,309848583;;0,555212937;0,935;line;PE;
North Atlantic Current;35;0.5mm;6927;0,91;1,553;0,902;2,65;;2,229436439;2,790604244;;2,229436439;0,875;fragment;PP;
North Atlantic Current;35;0.5mm;6928;1,078;1,572;0,795;2,292;;1,760964785;2,571004035;;1,760964785;0,875;fragment;PP;
North Atlantic Current;35;5mm;6929;18,818;0,83;9,254;0,83;0,25;0,115261236;0,082181727;0,115261236;0,115261236;0,935;line;PE;
North Atlantic Current;35;5mm;6930;14,061;0,83;5,414;0,83;0,25;0,133340445;0,107443682;0,133340445;0,133340445;0,935;line;PE;
North Atlantic Current;35;line;6931;4,797;0,83;1,811;0,83;;0,228289084;0,185772225;;0,228289084;na;line;NIR;
North Atlantic Current;36;5mm;6932;7;5;na;3,571;1;0,603681611;na;0,169030851;0,169030851;0,935;fragment;PE;
North Atlantic Current;36;5mm;6933;9;6,5;na;4,694;1;0,613770867;na;0,13074409;0,13074409;0,935;fragment;PE;
North Atlantic Current;36;5mm;6934;4;3;na;2,25;1;0,649519053;na;0,288675135;0,288675135;0,935;fragment;PE;
North Atlantic Current;36;2mm (FS);6935;2,177;1,469;2,071;0,991;;0,554300219;0,688803132;;0,554300219;0,935;fragment;PE;
North Atlantic Current;36;2mm (FS);6936;2,283;1,679;2,692;1,235;;0,630691789;0,75258915;;0,630691789;0,935;fragment;PE;
North Atlantic Current;36;2mm (FS);6937;4,355;2,615;8,355;1,57;;0,465291695;0,543227816;;0,465291695;0,935;fragment;PE;
North Atlantic Current;36;2mm (FS);6938;2,817;2,013;4,018;1,438;;0,604067391;0,717621987;;0,604067391;0,935;fragment;PE;
North Atlantic Current;36;2mm (FS);6939;2,458;1,53;2,586;0,952;;0,491093661;0,592224981;;0,491093661;0,935;fragment;PE;
North Atlantic Current;36;2mm (FS);6940;3,503;2,869;6,059;2,35;;0,741200351;0,954597918;;0,741200351;0,935;fragment;PE;
North Atlantic Current;36;2mm (FS);6941;2,586;2;3,538;1,547;;0,680146101;0,82234216;;0,680146101;0,935;fragment;PE;
North Atlantic Current;36;2mm (FS);6942;3,721;2,242;6,373;1,351;;0,467696271;0,535105712;;0,467696271;0,875;fragment;PP;
North Atlantic Current;36;2mm (FS);6943;2,924;1,814;3,444;1,125;;0,488640963;0,606408983;;0,488640963;0,875;fragment;PP;
North Atlantic Current;36;2mm (FS);6944;4,919;1,833;5,876;0,683;;0,227472271;0,281778085;;0,227472271;0,875;fragment;PP;
North Atlantic Current;36;2mm (FS);6945;1,985;1,4;1,757;0,987;;0,59231303;0,744920077;;0,59231303;0,875;fragment;PP;
North Atlantic Current;36;2mm (FS);6946;3,974;1,538;3,805;0,595;;0,240764643;0,305145857;;0,240764643;0,875;fragment;PP;
North Atlantic Current;36;2mm (FS rest);6947;2,894;2,075;4,512;1,488;;0,60712674;0,700411277;;0,60712674;0,935;fragment;PE;
North Atlantic Current;36;2mm (FS rest);6948;2,387;1,91;3,07;1,528;;0,715766589;0,872258334;;0,715766589;0,875;fragment;PP;
North Atlantic Current;36;2mm (FS rest);6949;1,963;1,693;2,234;1,46;;0,800949229;0,976904325;;0,800949229;0,935;fragment;PE;
North Atlantic Current;36;2mm (FS rest);6950;2,32;1,509;2,305;0,982;;0,524568107;0,646479905;;0,524568107;0,875;fragment;PP;
North Atlantic Current;36;0.5mm ;6951;1,352;1,156;1,107;0,988;;0,790627132;0,939431603;;0,790627132;0,935;fragment;PE;
North Atlantic Current;36;0.5mm ;6952;1,572;1,112;1,157;0,787;;0,594947122;0,73129121;;0,594947122;0,935;fragment;PE;
North Atlantic Current;36;0.5mm ;6953;1,246;0,994;0,86;0,009;;0,007727629;0,009273618;;0,007727629;0,935;film;PE;
North Atlantic Current;36;0.5mm ;6954;0,82;0,597;0,346;0,435;;0,621213261;0,738918875;;0,621213261;0,935;fragment;PE;
North Atlantic Current;36;0.5mm ;6955;2,77;1,392;2,788;0,7;;0,356237143;0,418940471;;0,356237143;na;fragment;*PE;
North Atlantic Current;36;0.5mm ;6956;1,518;1,293;1,394;1,101;;0,786122325;0,932811499;;0,786122325;0,935;fragment;PE;
North Atlantic Current;36;0.5mm ;6957;1,858;1,386;1,73;1,034;;0,644282419;0,786063624;;0,644282419;0,875;fragment;PP;
North Atlantic Current;36;0.5mm ;6958;2,61;1,415;2,136;0,767;;0,399184711;0,524894169;;0,399184711;0,875;fragment;PP;
North Atlantic Current;36;0.5mm ;6959;0,943;0,795;0,287;0,67;;0,7740752;1,251070018;;0,7740752;na;fragment;undetermined;
North Atlantic Current;36;0.5mm ;6960;0,979;0,696;0,484;0,495;;0,599431859;0,711234978;;0,599431859;na;fragment;undetermined;
North Atlantic Current;36;0.5mm ;6961;0,979;0,876;0,287;0,784;;0,846412603;1,463135582;;0,846412603;0,875;fragment;PP;
North Atlantic Current;36;0.5mm ;6962;1,038;0,597;0,504;0,343;;0,436179717;0,483655399;;0,436179717;na;fragment;undetermined;
North Atlantic Current;36;0.5mm ;6963;1,381;0,994;0,494;0,715;;0,610645356;1,017924613;;0,610645356;0,875;fragment;PP;
North Atlantic Current;36;0.5mm ;6964;1,164;0,795;0,435;0,543;;0,56444447;0,823259306;;0,56444447;0,935;fragment;PE;
North Atlantic Current;36;0.5mm ;6965;1,296;0,994;1,038;0,762;;0,671694936;0,748288534;;0,671694936;na;fragment;undetermined;
North Atlantic Current;36;0.5mm ;6966;1,038;0,597;0,672;0,343;;0,436179717;0,418857863;;0,436179717;0,875;fragment;PP;
North Atlantic Current;36;0.5mm ;6967;2,128;1,557;0,87;1,139;;0,625857532;1,221366419;;0,625857532;0,875;fragment;PP;
North Atlantic Current;36;0.5mm ;6968;1,739;1,023;0,445;0,602;;0,451194791;0,902135306;;0,451194791;0,935;fragment;PE;
North Atlantic Current;36;0.5mm ;6969;1,518;0,836;2,047;0,46;;0,408697291;0,321796904;;0,408697291;0,875;fragment;PP;
North Atlantic Current;36;0.5mm ;6970;1,258;0,876;1,088;0,61;;0,581079023;0,584807756;;0,581079023;na;fragment;undetermined;
North Atlantic Current;36;0.5mm ;6971;2,549;1,239;0,9;0,009;;0,004839248;0,009065196;;0,004839248;na;film;undetermined;
North Atlantic Current;36;0.5mm ;6972;1,69;1,092;0,811;0,009;;0,006330584;0,009549663;;0,006330584;na;film;undetermined;
North Atlantic Current;36;0.5mm ;6973;1,164;0,497;0,593;0,212;;0,279000584;0,275570326;;0,279000584;0,875;fragment;PP;
North Atlantic Current;36;5mm;6974;22,839;0,83;21,302;0,83;0,25;0,104624034;0,054166381;0,104624034;0,104624034;0,935;line;PE;
North Atlantic Current;36;5mm;6975;28,23;0,83;51,598;0,83;0,25;0,094105404;0,034803552;0,094105404;0,094105404;na;line;undetermined;
North Atlantic Current;36;5mm;6976;57,602;0,83;22,858;0,83;0,25;0,065879641;0,052290271;0,065879641;0,065879641;0,935;line;PE;
North Atlantic Current;37;5mm;6977;8,5;5;na;2,941;2,5;0,451155876;na;0,383482494;0,383482494;1,07;fragment;PS;
North Atlantic Current;37;2mm (FS);6978;3,221;2,385;5,361;1,766;;0,637157043;0,762716494;;0,637157043;0,875;fragment;PP;
North Atlantic Current;37;2mm (FS);6979;4,428;3,357;9,822;2,545;;0,660108908;0,812073064;;0,660108908;0,875;fragment;PP;
North Atlantic Current;37;2mm (FS);6980;5,115;3,265;10,793;0,009;0,009;0,002104428;0,002617745;0,002202308;0,002202308;0,935;film;PE;
North Atlantic Current;37;2mm (FS);6981;3,782;3,231;8,615;2,76;;0,78962911;0,940426266;;0,78962911;0,935;fragment;PE;
North Atlantic Current;37;2mm (FS);6982;3,138;2,325;5,325;1,723;;0,637756696;0,74650577;;0,637756696;0,935;fragment;PE;
North Atlantic Current;37;2mm (FS);6983;3,202;2,231;4,722;1,554;;0,581590581;0,715343807;;0,581590581;0,935;fragment;PE;
North Atlantic Current;37;2mm (FS);6984;3,035;2;4,373;1,318;;0,534942312;0,630248118;;0,534942312;0,935;fragment;PE;
North Atlantic Current;37;2mm (FS);6985;2,944;1,898;3,828;1,224;;0,517651651;0,625415508;;0,517651651;0,935;fragment;PE;
North Atlantic Current;37;2mm (FS);6986;4,405;2,385;7,615;1,291;;0,398394841;0,467946173;;0,398394841;0,935;fragment;PE;
North Atlantic Current;37;2mm (FS);6987;4,868;2,575;8,686;1,362;;0,384715776;0,462161735;;0,384715776;0,935;fragment;PE;
North Atlantic Current;37;5mm;6988;14,776;0,83;8,962;0,83;0,25;0,13007432;0,083509818;0,13007432;0,13007432;0,875;line;PP;
North Atlantic Current;37;2mm (FS rest);6989;1,899;1,509;2,056;1,199;;0,708347577;0,836261224;;0,708347577;0,935;fragment;PE;
